รหัสสินค้า,ชื่อสินค้า,ราคา
-,BYE BYE FEVER ผู้ใหญ่ (3ซองx2ชิ้น) ฟ้าเขียว,70.00
-,BYE BYE FEVER เด็กโต (3ซองx2ชิ้น) ฟ้าล้วน,70.00
-,BYE BYE FEVER เด็กเล็ก (2ซองx2ชิ้น) ชมพู,61.00
-,SALONPAS 7x10cm (5ชิ้น/กล่อง),109.00
-,PAINNOX 500mg (50x10's),426.00
-,PAINNOX 500mg (500's),370.00
-,เมอร์ซี่ PETROLEUM JELLY 50g,26.00
-,สำลีก้อนชุบแอลกอฮอล์ OREX (10แผงx8ก้อน),75.00
-,เม็ดอมสมุนไพร อาปาเช่ รสมะขามป้อม (12's) (25ซอง/กล่อง),385.00
-,EPERSON OINTMENT 15g,85.00
-,DERMATOP CREAM 15g,96.00
-,XATRAL XL 10 mg (1x30's),875.00
-,PLAVIX 75mg (1x14's),1165.00
-,DEPAKINE CHRONO 500mg (30's),355.00
-,CO APROVEL 300/12.5mg (2x14's),925.00
-,APROVEL 150mg (2x14's),570.00
-,DAILY PROBIOTIC 10 BILLION (28's),455.00
-,KIDS VITA GUMMIES MULTI-VITAMIN +VEGIES (60's),275.00
-,KIDS VITA GUMMIES VITAMIN C+ZINC (60's),265.00
-,KIDS VITA GUMMIES OMEGA-3 TRIO (60's) ฟ้า,275.00
-,TRIPLE-D SULFUR SOAP 80g,60.00
-,BELCID GERD SUSPENSION 150ml ราสเบอรี่,145.00
-,SAMBUCOL ORIGINAL CAPSULE (24's),233.00
-,SAMBUCOL BLACK ELDERBERRY MINI'S 120ml,279.00
-,TIME ORAL แผ่นแปะร้อนใน (3x2's) 12กล่อง/แพ็ค,94.00
-,SENKA PERFECT WHIP VIT C 100g,168.00
-,BIOCOXIB 120mg (5x5's),385.00
-,BIOCOXIB 90mg (5x5's),374.00
-,BLACKMORES BIO MAGNESIUM ADVANCE +D3 (50's),302.00
-,NIZORAL CREAM 15g,128.00
-,A-LEAZE เอ-ลีซ 5mg (10x10's),670.00
-,SENHAMI ยาอมเซนฮามี่ (12x20's),410.00
-,(แพ็คคู่) BIODERMA SEBIUM (2x500cc) ฝาเขียว,1165.00
-,(แพ็คคู่) BIODERMA SENSIBIO (2x500cc) ฝาชมพู,1165.00
-,ZOMOXIN 5ml,130.00
-,PHYSIOGEL AI CALMING GEL 200ml,625.00
-,PHYSIOGEL DMT BODY WASH 400ML *ห้างแจ้งของขาด,257.00
-,PHYSIOGEL DMT CLEANSING GEL 150ml *ห้างแจ้งของขาด,275.00
-,PHYSIOGEL DMT LOTION 400ml,260.00
-,PHYSIOGEL DMT LOTION 200ml,193.00
-,PHYSIOGEL AI LOTION 400ml,535.00
-,PHYSIOGEL AI LOTION 100ml,224.00
-,PHYSIOGEL CLEANSER 900ml,595.00
-,LONGMED ที่ตรวจครรภ์แบบปากกา (แพ็ค10กล่อง) กล่องม่วง,24.00
-,MERCI ANTI MOSQUITO PATCH สติ๊กเกอร์กันยุง (25ซองx6ชิ้น),415.00
-,VITABION (10x10's),245.00
-,QUIKWIPE FUKIFUKI ควิกไวพ์ (10แผ่น/กล่อง) (แพ็ค6กล่อง),50.00
-,MEGA AB PRE&PRO (10ซอง),234.00
-,MEGA MULTIZYME (1x4's),59.00
-,MEGA UNOMINT (1x10's),45.00
-,BESTAZOL 100 (10x10's),1300.00
-,LANZAAR 100 (10x10's),286.00
-,NASO SPRAY 140Doses,428.00
-,EUCERIN ULTRASENSITIVE AQUAPORIN CREAM 50ml *ห้างแจ้งของขาด,655.00
-,EUCERIN SUN SPOTLESS CC CREAM SPF50+ PA+++ 50ml,1150.00
-,EUCERIN SUN BRIGHTENING SERUM SPF50+ PA+++ 50ml,1075.00
-,EUCERIN SUN AGE REPAIR SERUM SPF 50+ 50 ml,1075.00
-,EUCERIN PH5 FACIAL CLEANSER 400ml,460.00
-,EUCERIN BABY WASH & SHAMPOO 400ml,465.00
-,ยาดมส้มมือจรุงจิต ขวดเงิน (12หลอด/กล่อง),520.00
-,CERAVE VITAMIN C 30ml,638.00
-,CERAVE HYDRATING CLEANSER 473ml,425.00
-,CERAVE FOAMING 473ml สำหรับผิวมัน,495.00
-,LA ROCHE EFFACLAR MICRO-PEELING GEL 200ml เขียว,610.00
-,LA ROCHE ANTHELIOS OIL CORRECT SPF50+ 50ml,990.00
-,LA ROCHE ANTHELIOS AGE CORRECT SPF50+ 50ml,990.00
-,VICHY LIFTACTIV VIT C SKIN 20ml ขวดส้ม,1020.00
-,COUNTERPAIN PLASTER เย็น (10ซองx4ชิ้น),532.00
-,COUNTERPAIN PLASTER ร้อน (10ซองx4ชิ้น),532.00
-,ROYAL-D ENERGY GEL กาแฟ (10ซอง/กล่อง),332.00
-,ROYAL-D ENERGY GEL ส้ม (10ซอง/กล่อง),332.00
-,ROYAL-D ENERGY GEL องุ่น (10ซอง/กล่อง),332.00
-,SOS FAR INFRARED PATCH แผ่นแปะร้อนซองละ 2 ชิ้น (12ซอง/กล่อง),290.00
-,ACTEWOUND SILICONE GEL SHEET ใหญ่ (7cmx15cm),282.00
-,ACTEWOUND SILICONE GEL SHEET เล็ก (4x6cm),137.00
-,SOS ACNE PATCH แผ่นแปะสิว (12's),25.00
-,METHOPINE เขียวกลม (1000's),585.00
-,METHOPINE (50x10's) เขียวกลม,405.00
-,SEPTYL SOLUTION 30ml ใหญ่ (24ขวด/กล่อง),375.00
-,SEPTYL 15ml เล็ก (24ขวด/กล่อง),290.00
-,B.P.O. MYMOL ขาวรี (100's),44.00
-,INNOTAPE (2นิ้วx10หลา) ผ้าล๊อคสีขาว 6ม้วน/กระบอก,335.00
-,INNOTAPE (1นิ้วx10หลา) ผ้าล็อกสีขาว 12ม้วน/กระบอก,335.00
-,(แพ็ค3) BIODERMA SEBIUM (2x500cc)+(1x100cc) ฝาเขียว,1350.00
-,(แพ็ค3) BIODERMA SENSIBIO (2x500cc)+(1x100cc) ฝาชมพู,1350.00
-,BIODERMA SEBIUM 100 CC. ฝาเขียว,285.00
-,DERMEXCEL 20% CREAM 30g,61.00
-,DERMEXCEL 10% CREAM 30g,49.00
-,MONTULAIR 10 mg (10x10's),505.00
-,NESTLE BOOST FIBER 800g *ห้างแจ้งของขาด,767.00
-,DEMOSANA VITAMIN C (20's) สตรอเบอรี่,82.00
-,DEMOSANA MULTIVITAMIN (20's) มิกซ์เบอรี่,82.00
-,PARAXIA 60ml รสสตรอเบอรรี่,18.00
-,LONGMED ที่ตรวจครรภ์แบบจุ่ม (แพ็ค10กล่อง) กล่องฟ้า,8.00
-,LONGMED ที่ตรวจครรภ์แบบหยด (แพ็ค10กล่อง) กล่องเขียว,12.00
-,CETAPHIL PRO AD WASH 295ml,497.00
-,CETAPHIL PRO AD MOISTURIZER 295ml,796.00
-,PROBUFEN 600 (50x10's),435.00
-,DIABEDERM CREAM 10% 100g,129.00
-,CLAVICO-1000 (2x10's),170.00
-,LOTEMP FORTE (250mg/5ml) 60ml ส้ม,28.00
-,LOTEMP (120mg/5ml) 60ml สตรอเบอรี่,24.00
-,MADONNA ONE (1x1's) 10แผง/แพ็ค,155.00
-,VISTRA IMU-PRO C ACEROLA CHERRY (30's),315.00
-,FIT-PROBIOTICS SHOT โพรไบโอติกส์ (10ซองx2g),183.00
-,CISTEINE 375 (1x12's) 24แผง/แพ็ค,28.00
-,ROYAL-D WHEY PROTEIN (10ซอง/กล่อง) วนิลา,455.00
-,ROYAL-D WHEY PROTEIN (15ซอง/กล่อง) ช็อคโกแลต,455.00
-,XEGRA 100mg (1x4's) *NB,90.00
-,PARACETAMOL แบบแผง (50x10's) GPO *ขายขาด,265.00
-,CLENASCAR GEL 7g,70.00
-,MOXILIN-500 (50x10's) แดง-เหลือง SIAM42,495.00
-,MECZE 500mg (3x10's),62.00
-,ACNE-AID ANTI-ACNE GEL 10g แดง,130.00
-,GASMOTIN 5mg (3x10's),415.00
-,MERISLON 12mg (3x10's),107.00
-,FOBAN OINTMENT 15g *ห้างแจ้งของขาด,100.00
-,FOBAN CREAM 15g,100.00
-,BUFENAC GEL 30g,25.00
-,FLOCTIL 200 SYRUP 15ml รสเชอรี่,94.00
-,FOBANCORT CREAM 15g,102.00
-,TIGERPLAST สปอร์ตเทป สีขาว 2นิ้วx10หลา (6ม้วน/กระบอก),475.00
-,TIGERPLAST สปอร์ตเทป สีขาว 1นิ้วx10หลา (12ม้วน/กระบอก),475.00
-,CETIRIZINE TABLET (50x10's) สหแพทย์,120.00
-,MOX-TAB 875mg (10x10's) ขาวรี,395.00
-,C-CLOX 500 (50x10's) ฟ้า-ขาว,855.00
-,ก.ย.15 สเปรย์กันยุง ลาเวนเดอร์ 40ml *XX,35.00
-,NORTUSSIN (10x10's) แบบแผง,95.00
-,VIT C-MILE 500 เม็ดอม (12x15's),446.00
-,BEGESIC CREAM 30g,27.00
-,ยาดมสมุนไพรหงส์คู่ 10 g (12ขวด/แพ็ค) *XX,18.00
-,ยาคุม SLINDA (28's),316.00
-,DOSANAC EMULSION GEL 25g,41.00
-,BOTOBEL การบูรหอม (ชนิดซองเติม) 30g,34.00
-,BOTOBEL การบูรหอม (ชนิดถุงหอม) 40g,43.00
-,X PERT ALLIUM CEPA PLUS GEL 10g,84.00
-,CLODERM OINTMENT 15g,82.00
-,N-BUFEN 60ml รสส้ม,19.50
-,DEXPENTEN OINTMENT 35g,60.00
-,MONKAST-10 (2x14's),209.00
-,PLAIVANA CREAM 35g,80.00
-,DEHEC-Z SYRUP 60 ml รสองุ่น,75.00
-,BANNER SOY PROTEIN (60's) แดง,343.00
-,BANNER GOLD PLUS (30's) ทอง,229.00
-,BANNER SOY PROTEIN (30's) แดง,185.00
-,BANNER GOLD PLUS (60's) ทอง,429.00
-,BANNER BRIGHT HI-B (60's) น้ำเงิน,429.00
-,TOPIDERM 15 g,48.00
-,FLUIMUCIL Injection 300mg (5x3ml),165.00
-,ขี้ผึ้งสีชมพู-40 ตราเจ็ดดาว 30g ตลับใหญ่,28.00
-,NUOSIC (50x10's) ชมพูกลม,350.00
-,NUOSIC (50x10's) เขียวเหลี่ยม,350.00
-,THROATSIL PLUS (24x8's),355.00
-,THROATSIL HONEY&LEMON (24x8's),294.00
-,THROATSIL ORANGE (24x8's),294.00
-,DENTISTE MOUTH SPRAY ฟ้าทะลายโจร 20ml,220.00
-,DENTISTE ไหมขัดฟัน WAXED MINT 15 เมตร,38.00
-,SMOOTH E BODY ACNE SPRAY 4in1 50ml,265.00
-,DERMATIX ULTRA KIDS 5g,362.00
-,MYDA POWDER 20g,26.00
-,PRECIUS 75mg (6x10's),350.00
-,PIROXONE GEL 30g,26.00
-,SMECTA (10ซอง) ส้ม-วนิลา,152.00
-,*โปร May2* CRESTOR 10mg (2x14's),995.00
-,BESMAL 524mg (1x10's),29.00
-,BRUSTAN (50x10's),700.00
-,SOS PC1 พลาสเตอร์พลาสติกใส 10 ชิ้น,9.00
-,SOS PB1 พลาสเตอร์พลาสติกสีเนื้อ 10 ชิ้น,9.00
-,SOS F1 พลาสเตอร์ผ้าสีเนื้อ 8 ชิ้น,9.00
-,CERAVE SA SMOOTHING CLEANSER 236ml,364.00
-,PHAMAMIN (100x10's),175.00
-,FLUIMUCIL A 600 (5x2's),145.00
-,ANNOXEN-S 275 mg (2x10's),75.00
-,ARCONA 120mg (1x6's),48.00
-,CRAVIXIN 500 (10x10's),725.00
-,MEGA EUGICA MOUTH SPRAY 10ml,71.00
-,MEGA VIRUNO 60mg (3x5's),129.00
-,DIABEDERM CREAM 10% 450g,310.00
-,HIMALAYA 1930 LIP BALM 10g *XX,47.00
-,KOOL FEVER EXTRACOOL ผู้ใหญ่ (3ซองx2ชิ้น),74.00
-,FLURIN (1000's) เทา-แดง,260.00
-,SELEDERM 60ml,46.00
-,SELEDERM 30ml,27.00
-,MANCOXIB-90 (3x10's),185.00
-,VITA-C ไวต้า-ซี รสองุ่น (1000's),95.00
-,VITA-C ไวต้า-ซี รสสัปปะรด (1000's),95.00
-,HYATEAR (20x0.3ml),238.00
-,CLARITYNE 10 mg (1x5's),57.00
-,BEROCCA PERFORMANCE (12x2's),320.00
-,VICHY LIFTACTIV SUPREME H.A. 30ml ขวดเงิน,1215.00
-,VICHY LIFTACTIV SPECIALIST B3 30ml ขวดแดง,1240.00
-,ACNE-AID GEL CLEANSER SENSITIVE SKIN 100ml ฟ้า,135.00
-,ACNE-AID FOAMING FACE WASH OIL CONTROL 100ml แดง,145.00
-,FIT-ZN SHOT ซิ้งค์ (30ซองx2g),190.00
-,AMSEL ZINC PLUS (30's),116.00
-,AMSEL MULTI VIT (40's),208.00
-,AMSEL MAGNESIUM (30's),149.00
-,AMSEL GLUTAMINE 800mg (30's),206.00
-,AMSEL BILBERRY EXTRACT PLUS (30's),245.00
-,AMSEL AMINO COLLAGEN (40's),170.00
-,SME ACNE HYDROGEL 10g,165.00
-,BAKAMOL (10x10's),76.00
-,สำลีก้อน รถพยาบาล 20g,8.00
-,DETTOL SPRAY 225ml คริสป์บรีซ (ฟ้า) *ห้างแจ้งของขาด,105.00
-,DETTOL SPRAY 225ml ลาเวนเดอร์ (ม่วง) *ห้างแจ้งของขาด,105.00
-,THREE-B FORTE (10x10'),235.00
-,POLIDENT เม็ดฟู่ (30เม็ด),117.00
-,FERROPRO (100's) *ขายขาด,38.00
-,SALONPAS 7x10cm (3แผ่นx10ซอง),690.00
-,RHITECIN (10x10's),47.00
-,LANZAAR 50 (10x10's),190.00
-,NEOCA SMARTAB (30's),240.00
-,NEOCA GARLIC (30's),92.00
-,NEOCA MINEVIT (30's),170.00
-,AMOXYCILLIN 500mg ขาว-ชมพู (50x10's),475.00
-,MOXCILLIN 500mg ฟ้าเข้ม-ฟ้าอ่อน (50x10's),475.00
-,STEI 16 (1x10's),27.00
-,SIA-MOX 250mg/5ml 60ml,68.00
-,AMSEL L-ARGININE PLUS ZINC (40's),132.00
-,POVIDINE (12x30ml),205.00
-,POVIDINE (12x15ml),138.00
-,VITOP CAPSULE FOC (10x10's) *ห้างแจ้งของขาด เข้าธค.69,393.00
-,MAXXLIFE VITAMIN C 500 mg (30's),107.00
-,MILK MILK นมอัดเม็ด รสวนิลา (40's),42.00
-,CELEBREX 400 (1x10's),405.00
-,RELPAX 40mg (1x2's),208.00
-,LERES 5mg (1x10's),58.00
-,TEDIUM (10x10's),39.00
-,AROTIKA COOL SPRAY 60ml,98.00
-,ARTRODAR (3x10's),506.00
-,OCUSOFT LID SCRUB ORIGINAL PAD (30ชิ้น),370.00
-,OCUSOFT LID SCRUB PLUS FOAM 50ml *X,440.00
-,OCUSOFT LID SCRUB PLUS PAD (30ชิ้น),550.00
-,OCUSOFT LID SCRUB ORIGINAL FOAM 50ml,295.00
-,PEURRI ANTI ACNE GEL 3g เจลแต้มสิว,81.00
-,INTORICOXIB 90 mg (1x7's),93.00
-,CYSTALINE 600mg (5x4's),157.00
-,PULSE OXIMETER JPD-500D,700.00
-,TORRAFEN FORTE (1x10's),25.00
-,D-PRAZOL (1x14's),31.00
-,EUCALYTUS OIL จิงโจ้ 28cc,68.50
-,EUCALYTUS OIL จิงโจ้ 8.5cc,34.00
-,BLACKMORES PROBIOTICS+ DAILY BALANCE (30's) *ห้างแจ้งของขาด เข้าพ.ค.,913.00
-,FIT HERBAL MOUTH SPRAY 15ml,64.00
-,BIOCOTTON สำลีก้อนสเตอร์ไรด์ (25ซองx5ก้อน),85.00
-,ยาเขียวสามฤดู เข้มข้น (1x10's) (10แผง/แพ็ค),30.00
-,ยาแคปซูลฟ้าทะลายโจรสกัด อ้วยอัน (45's),132.00
-,DIABEDERM LOTION 10% 200ml,193.00
-,DOXIN 100 (25x10's),310.00
-,GANATON (1x10's),145.00
-,PARIET 10mg (1x14's),461.00
-,VITARA SKINBEFINE LOTION 30g โลชั่นสำหรับผิวแห้งคัน,162.00
-,EUCALYTUS SPRAY ยูคาลิปตัสสเปรย์ ตราจิงโจ้ 300 ml,190.00
-,GUTTRU DUAL 150ml,222.00
-,GUTTRU DUAL ซอง (24x10ml),370.00
-,ONCE RENAL 400g ก่อนล้างไต,305.00
-,DEGRAN (1x10's),29.00
-,กิงโก บิโลบา ใบแป๊ะก๊วยสกัดชนิดเม็ด (30's) ตราวาย-กิง,187.00
-,NOPAN เม็ดส้มกลม (50x10's) A.U.,245.00
-,PORMUS (50x10's),435.00
-,DEMOSANA ZINC+C (20's) ราสเบอรี่,82.00
-,ยาหม่องโอสถ ตรา 5 ม้า 50g,24.00
-,TINTIN CREAM 0.05% 20g,78.00
-,CANESBALANCE VAGINAL GEL 5ml (7ชิ้น ),283.00
-,SOS G3 GAUZE DRESSINGS ตาข่ายกันแผลติด 10x10cm (10แผ่น/กล่อง),105.00
-,LA ROCHE EFFACLAR GEL 50ml,190.00
-,LA ROCHE EFFACLAR SERUM 30ml,885.00
-,CERAVE CREAMY CLEANSER 100ml,215.00
-,HIDRASEC PAEDIATRIC 30mg (16ซอง),484.00
-,"GAUZE ผ้าก๊อซ 4""x4"" (10ซอง/กล่อง) รถพยาบาล",112.00
-,NEOTICA COOL 30g ฟ้า,37.00
-,FESPA 500 (1x10's),16.00
-,BLACKMORES MULTIVITAMIN+ACTIVE (30's) *ห้างแจ้งของขาด เข้าพ.ค.,256.00
-,BLACKMORES OMEGA TRIPLE DAILY (60's),790.00
-,BLACKMORES MARINE COLLAGEN ABSOLUTE (30's),760.00
-,BLACKMORES ASTAXANTHIN 6mg (30's),433.00
-,BLACKMORES GRAPE SEED FORTE 12000 (30's),490.00
-,BLACKMORES MULTI B (30's),195.00
-,BLACKMORES EXEC B (30's) *ห้างแจ้งของขาด เข้าพ.ค.,237.00
-,BLACKMORES CO Q10 (30's) *ห้างแจ้งของขาด เข้ามิ.ย.,538.00
-,KAL-CEE ส้ม (10's) *สูตร CDR,45.00
-,ยาสีฟัน DENTISTE MAX PLUS WHITE 100g ใหญ่,168.00
-,ยาสีฟัน DENTISTE MAX PLUS WHITE 20g,46.00
-,METHYL SALICYLATE CREAM 15g *ขายขาด,19.00
-,IBUCAP 400 (10x10's),415.00
-,TIGERPLAST (100ชิ้น) ผ้าสีเนื้อ,36.00
-,GAVISCON ADVANCE (24x10ml),700.00
-,GAVISCON ADVANCE 150ml,318.00
-,EXIB 60 (3x10's),206.00
-,MEGA NUTRIVITA DAILY (3x10's),245.00
-,MEL-OD 7.5 mg (10x10's),160.00
-,พิมเสนโป๊ยเซียน ขวดแก้วแบน 3cc,175.00
-,FRESHENER PATCH สติกเกอร์หัวหอมแดง (6ชิ้น) *ห้างขายขาด,57.00
-,SONAP FORTE 550mg (1x10's) แผงเดี่ยว,36.00
-,MEGA ZIRIN (10's),83.00
-,CEFEN 400P (50x10's) ชมพูกลม,260.00
-,ANUFEN 400 YELLOW (25x10's) *ขายขาด,228.00
-,MEGA FLEXSA 1500 (31ซอง),449.00
-,MEGA NUTRIVITA (1x10's),84.00
-,MEGA iiCARE DAILY (3x10's),419.00
-,DISOL (10x10's),130.00
-,TIGERPLAST CARIFIX WATERPROOF (10cmx1m),89.00
-,ATOZIN 250mg (10x6's),460.00
-,I-KIDS POP HONEY COLA (10ชิ้น/กล่อง),98.00
-,ยาคุม HERZ (1x28's),225.50
-,GLUCOSA-500mg (10x10's),240.00
-,COBAY-500 (25x10's),325.00
-,SANISOFT ทิชชู่ ALCOHOL 70% (20แผ่น),22.00
-,SMOOTH C CHEWABLE CANDY 120mg (14เม็ด/กล่อง),35.00
-,LEOPOVIDONE GEL 20g,46.00
-,D-COATE (500's) เขียวกลมเคลืยบ,470.00
-,NEXCARE 3M แผ่นดูดซับสิว ขอบบาง (กล่อง12ชิ้น) ชมพูอ่อน,62.00
-,PROPOLIZ SPRAY กระชายขาว 15ml,108.00
-,CARBOMED (10x10's) *ขายขาด,190.00
-,SKINFECT-B CREAM 15g,30.00
-,CLINICOLD คลินิโคล (10x10's),145.00
-,CATALIN OPHTHALMIC SOLUTION แคทตาลิน 15ml,130.00
-,MEDMAKER U-REPAIR INTENSIVE CREAM 30g เขียว,73.00
-,MUCLEAR (10's),117.00
-,CEMOL ชนิดแผง (50x10's) เม็ดขาวกลม,165.00
-,MAMARINE PURE COLLA (10gx10ซอง),178.00
-,MEGA ZINCOMIN (60's),208.00
-,MEGA GRAPE SEED 20mg (60's),283.00
-,SME 24K GOLD HYDRO BOOST SERUM 30ml,730.00
-,PAINEX 400mg (3x10's),232.00
-,PAINEX 200mg (3x10's),145.00
-,PURICAS DRAGON'S BLOOD SCAR GEL 3g,84.00
-,DICLOXMED 500 (50x10's),725.00
-,PROSPA ORANGE (25x10's) *ขายขาด,195.00
-,OSPHRINE 50mg (10x10's),98.00
-,PIP ALLO (10x10's),71.00
-,CLINICOF คลินิคอฟ (10x10's),150.00
-,BENZAC SPOTS DAILY FACIAL FOAM CLEANSER 130ml,350.00
-,CETAPHIL BHR BRIGHTENING REVEAL CLEANSER 100g,330.00
-,CETAPHIL BHR BRIGHTENING TONER 150ml,318.00
-,CETAPHIL BHR BRIGHTENING NIGHT COMFORT CREAM 50g,845.00
-,CETAPHIL BHR BRIGHTENING DAY PROTECTION CREAM SPF15 50g,770.00
-,MUCOSTA (10x10's),815.00
-,ONCE DIALYZE นมผู้ป่วยโรคไต 400g,390.00
-,MOXY 500 เขียว-ฟ้า (50x10's) HK,455.00
-,KOOL FEVER MINT (3ซองx2ชิ้น) กล่องเขียว,74.00
-,SOS COOLING GEL PATCH แผ่นแปะลดไข้ (4แผ่น/กล่อง),67.00
-,MEGA NAT D (60's),380.00
-,BELFESH (10x10's),142.00
-,ยาหม่องเสลดพังพอนตราแม่กุหลาบ 50g,45.00
-,KLOBECORT 0.05% MILKY LOTION 10g,49.00
-,VITA-C ไวต้า-ซี รสส้ม (1000's),95.00
-,PHYSIOGEL DMT CREAM 150ml,599.00
-,PHYSIOGEL AI CREAM 100ml,825.00
-,PHYSIOGEL CLEANSER 500ml,440.00
-,SATOGESIC GEL 35g,176.00
-,MEGA FISH OIL 1000mg (30's),113.00
-,S-TOLZEN (50x10's),280.00
-,BIODERMA SEBIUM 500 CC. ฝาเขียว,545.00
-,MEGA FERROTONE (1x10's),45.00
-,MEGA NAT MAG (30's),160.00
-,MEGA DIAVIT (1x10's),86.00
-,MEGA FLEXIGEN (15ซอง),492.00
-,"CEFEN 400P ชมพูกลม (1,000's) *ห้างแจ้งของขาด",355.00
-,"CEFEN 400Y เหลืองรี (1,000's)",375.00
-,MAMARINE PURE COLLA 100g,170.00
-,PUVADON GARGLE 30ml,68.00
-,HEIDI 200mg (20x10's),270.00
-,NORFLOXACIN 400mg (1x6's) ชุมชน,15.00
-,AVAFAST 60 (1x10's),23.50
-,SOS SM SERIES แผ่นปิดแผลพร้อมใช้ (4x7cmx5ชิ้น)ฟ้า,22.00
-,SOS TM SERIES พลาสเตอร์ใสกันน้ำ (4x7cmx3ชิ้น)แดง,22.00
-,BLACKMORES ACEROLA PLUS (40's),250.00
-,KARY UNI (10x5ml),70.00
-,ยาคุม TANSY ONE (1x1's),40.00
-,ROYAL-D ผสมวิตามิน สตรอเบอร์รี่ (10ซอง),36.00
-,CB-400 (1x1's) (10กล่อง/แพ็ค),55.00
-,PHARMATON GERIATRIC (100cap),1135.00
-,BEPANTHEN OINTMENT 50g,194.00
-,TENSOPLASTIC (100ชิ้น) พลาสติกใส,81.00
-,TRIMICON CREAM 15g,32.00
-,MILK MILK นมอัดเม็ด รสช็อคโกแลต (40's),42.00
-,MILK MILK นมอัดเม็ด รสหวาน (40's),42.00
-,SME FOAM FOR MEN 4.00oz (120g),185.00
-,MAMARINE BIO C PLUS ELDERBERRY 60ml ม่วง,150.00
-,MAMARINE KIDS FORTE 60cc น้ำเงิน,65.00
-,MAMARINE KIDS BOOSTER 60cc ส้ม,130.00
-,TIPO TABLETS (1x10's),16.00
-,ไวท์ฟาร์ม ช็อคบอล 17g (12ซอง/กล่อง),130.00
-,BAINI GUMMIES VIT C+ DHA (24ซอง/กล่อง),99.00
-,LA ROCHE-POSAY RETINOL B3 SERUM 30ml,1090.00
-,NEOCA COXIUP FAZ (3x10's),294.00
-,ไวท์ฟาร์ม นมอัดเม็ด รสช็อกโกแลต (10ซอง),85.00
-,ไวท์ฟาร์ม นมอัดเม็ด รสหวาน (10ซอง),85.00
-,VISTRA ODORLESS FISH OIL 1000mg (100's),212.00
-,CEFEN 600 (50x10's) *ห้างแจ้งของขาด,400.00
-,DERMATIX ACNE SCAR 5g,228.00
-,FUNGAZOL 200 (25x10's),465.00
-,OPSAR DROPS 20% 5ml *ขายขาด,16.00
-,SOS PLUS TR1 (1/2นิ้วx10หลา) (24ม้วน/แพ็ค) แดง,12.00
-,ASCORBIC ACID 50mg (1000's) PATAR,115.00
-,"NET GAUZE ก๊อซผ้าฝ้าย 4""x4"" (กล่อง10ซอง)",74.00
-,PEURRI ALL ACNE CLEANSER 100ml,179.00
-,PURICAS DRAGON'S BLOOD SCAR GEL 20g,510.00
-,ยาคุมฉุกเฉิน JANNY (10x2's),12.00
-,POLYGOT (1x10's),19.00
-,BERLONTIN 100 (10x10's),172.00
-,AROTIKA COOL GEL 100g,72.00
-,PURICAS PLUS ADVANCED DRAGON'S BLOOD C&E SCAR GEL 9g,267.00
-,NEOCA-C 1000mg (30's),179.00
-,NEOCA ORYZOL TS (30's),269.00
-,MAMARINE BIO-C PLUS ELDERBERRY AND BETA GLUCAN (30แคปซูล),185.00
-,VIBEE VITAMIN B1 B6 B12 (10x10),231.00
-,DANDRIL ANTI-DANDRUFF 100ml,70.00
-,BIOFRESH MOUTH SPRAY 5ml,44.00
-,ALBUMEN (60's) โปรตีนไข่ขาว,355.00
-,GLUCOSA-1500 กล่องส้ม (30ซอง) ไม่มีรสชาติ,240.00
-,SAMNIR SUSP 125mg 30ml,154.00
-,SAMNIR 100mg (1x10's),138.00
-,SIAMFORMET 850 (10x10's),196.00
-,MYBACIN OTC MINT รสมิ้นท์ (70x8's),9.00
-,PROCTASE-P (50x10's),820.00
-,SD-100 *ขายขาด,120.00
-,SI-HERB DRESSING แผ่นตาข่ายสมุนไพร (3แผ่น/กล่อง),110.00
-,SOS PLUS PR1 (1/2นิ้วx10หลา) (24ม้วน/แพ็ค) น้ำเงิน,12.00
-,SALDA INHALE (20x2.5ml),218.00
-,CLOXILLIN 500mg ส้ม-ดำ (25x10's),315.00
-,AMPICILLIN CAPSULE ดำ-แดง (25x10's) A.U.,320.00
-,SOS PLUS TR3 (1นิ้วx10หลา) (12ม้วน/แพ็ค) แดง,23.00
-,SOS PLUS PR2 (1นิ้วx10หลา) (12ม้วน/แพ็ค) น้ำเงิน,23.00
-,I-COF (25x10's),445.00
-,NEOCA CAL PLUS (60's),145.00
-,กรรไกรตัดเนื้อตรง 14.5 cm ยี่ห้อ EM E10-0110 *ขายขาด,95.00
-,ยาคุม RITA (21's),40.00
-,แป้งเต่าเหยียบโลก ทานาคา (ม่วง) *ขายขาด,30.00
-,PROVAMED BABINI OINTMENT 50g,123.00
-,PROVAMED BABINI SOOTHING CREAM 15ml *ห้างแจ้งของขาด,109.00
-,MACROTAP NT (1x10's),83.00
-,LONNA GEL ส้ม (25x1g) ซอง,179.00
-,LONNA GEL มิ้นท์ (25x1g) ซอง,179.00
-,LONNA GEL ส้ม 5g หลอด,30.00
-,LONNA GEL มิ้นท์ 5g หลอด,30.00
-,VITALUX PLUS (30's),309.00
-,ยาคุม RITA (28's),40.00
-,LEO POVIDONE 30ml,35.00
-,ROLLATOR ที่หัดเดินล้อ 6 นิ้ว สีน้ำเงิน (CA8612),2300.00
-,NASOL 15ml,78.00
-,DELTACARBON (1x10's),24.00
-,ALLORA 5 (1x10's),50.00
-,MAMARINE BIO-C PLUS ELDERBERRY 120ml สีม่วง,270.00
