รหัสสินค้า,ชื่อสินค้า, ราคา 
4430,HASHI SALINE SPRAY 30ml ฟ้า, 91.50 
2760,HAWKSONE 20mg 1x10s, 12.17 
3827/4,HCG STRIP ตรวจตั้งครรภ์ (จุ่ม) สีฟ้า, 6.00 
334/3,HEALIS LUMBAR LS BACK SUPPORT เข็มขัดพยุงหลัง L 30-36นิ้ว, 355.00 
334/2,HEALIS LUMBAR LS BACK SUPPORT เข็มขัดพยุงหลัง M 26-30นิ้ว, 355.00 
334/4,HEALIS LUMBAR LS BACK SUPPORT เข็มขัดพยุงหลัง XL 36-42นิ้ว, 355.00 
654,HECIN LICE KILLER CREAM 20g ครีมกำจัดเหาเฮซิน, 33.00 
3824/6,HEIDI 200mg 20x10s, 269.00 
3824/8,HEIDI 400mg 20x10s, 498.00 
232/6,HEIDI 60ml รสส้ม สยาม (ibuprofen), 48.00 
2300/4,HEMOLON 3x10s, 106.00 
4798/7,HEMOMIN BLEND รสวนิลลา 400g แทนมื้ออาหาร, 340.00 
4798/4,HEMOMIN รสกาแฟ EGG Albumen ผง 400g, 586.00 
4798/3,HEMOMIN รสช็อกโกแลต EGG Albumen ผง 400g, 586.00 
4798/1,HEMOMIN รสวนิลลา EGG Albumen ผง 400g, 586.00 
4798/5,HEMOMIN รสสตอว์เบอร์รี่ EGG Albumen ผง 400g, 586.00 
4798/2,HEMOMIN รสออริจินอล จืด EGG Albumen ผง 400g, 586.00 
14024,HEPACAP 10x10s, 495.00 
4470,HEPALAC 100ml มีโปรซื้อเยอะ, 76.50 
4470/3,HEPALAC 200ml, 115.00 
9998/5,Hepaphos 10x10s บำรุงตับ," 1,220.00 "
4470/4,HEPATOLAC 1000ml, 385.00 
4470/1,HEPATOLAC 100ml **ราคาพิเศษ**, 63.50 
4470/2,HEPATOLAC 10x15ml (lactulose), 97.00 
172202/2,Herbal one garlicการ์ลิค กระเทียม [อ้วยอัน] 100s 300บ (แพค6ขวด), 193.00 
172202,HERBAL ONE กระชายขาว สกัด [อ้วยอัน] 60s 300บ (แพค6ขวด), 144.00 
172202/14,Herbal one กระชายดำ 100s [อ้วยอัน], 145.50 
172202/1,Herbal one เซซามิน งาดำ [อ้วยอัน] 60s 400บ (แพค6ขวด), 191.75 
3931/6,HERBAL ONE ตรีผลา [อ้วยอัน] 100s, 97.00 
246/2,HERBAL ONE น้ำมันรำข้าวและจมูกข้าว [อ้วยอัน] 500มก 60s 500บ โอโรซา, 212.00 
172202/6,Herbal one ใบบัวบกสกัด Gotu Kola [อ้วยอัน] 60s 300บ (แพค6ขวด), 144.00 
172202/12,Herbal one พรมมิ [อ้วยอัน] 60s 360บ (แพค6ขวด), 175.00 
172202/8,Herbal one พลูคาว [อ้วยอัน] 100s 240บ (แพค6ขวด), 117.00 
172202/7,Herbal one เพชรสังฆาต [อ้วยอัน] 100s 180บ (แพค6ขวด), 86.00 
172201,Herbal one มะระขี้นก สกัด [อ้วยอัน] ขวด100s 300บ (แพค6ขวด) ขวด, 144.00 
4193/2,Herbal one รางจืด 100s [อ้วยอัน], 96.00 
172202/9,Herbal one ว่านชักมดลูก [อ้วยอัน] 100s 200บ (แพค6ขวด), 96.00 
632/2,Herbal one เห็ดหลินจือ 100s [อ้วยอัน], 240.00 
172202/11,Herbal one อบเชย [อ้วยอัน] 100s 200บ (แพค6ขวด), 97.00 
172202/10,Herbal one โอโคเบอร์รี่ สายตา [อ้วยอัน] 60s 300บ (แพค6ขวด), 144.00 
1308/1,HEROMYCIN 250mg 1x10s, 21.50 
1308/4,HEROMYCIN 250mg 1x4s ก.25แผง, 205.00 
1304/2,HEROMYCIN ฮีโร่ 500mg 1x10s, 33.50 
4497/1,HERPENON 800 10x10s, 445.00 
1551/2,HERPENON CREAM 5g, 16.75 
2579/1,HEXENE 100ml, 43.00 
2579/12,HEXENE 450ml, 161.50 
2579/3,HEXENE 45ml **ขึ้น23.50, 22.50 
2579/4,HEXENE 5000ml (ขวดลิตร), 900.00 
2579/2,HEXENE 500ml (ขวดปั๊ม), 117.00 
653,HEXIN 1x4s ยาถ่ายพยาธิตัวตืด, 16.25 
3677/1,HIALID 0.1% 5ml มีโปรซื้อเยอะ, 143.00 
3677/3,HIALID 0.3% 5ml สีเขียว, 277.00 
3677/2,HIALID MINI 0.1 0.4mlx30s, 292.00 
3677/4,HIALID MINI 0.3% 0.4mlx30s, 479.00 
1498,HICEE 100mg 40x4s, 192.00 
1500,HICEE 100mg SWEETLETS 200s, 136.00 
670,HICEE 100mg SWEETLETS 50s, 54.50 
655,HICEE SWEETLETS 500mg 10หลอดx15s, 587.00 
655/5,HICEE VITAMIN C 500mg 4x15s, 236.00 
2931,HIDIL 300mg 10x10s, 192.00 
2932,HIDIL 600mg 10x10s, 336.00 
2-140/4,HIDRASEC 100mg 1x10s **ขึ้น275, 273.00 
2-140/3,HIDRASEC PEDIATRIC 30mg 1x16ซอง (ผง), 507.00 
5128/4,HIGAN 50x10s กลมขาว, 628.00 
663,HIRUDOID CREAM 10g แดง, 75.75 
659,HIRUDOID CREAM 20g แดง, 131.00 
661,HIRUDOID CREAM 40g แดง, 202.00 
2490,HIRUDOID FORTE CREAM 10g, 120.50 
2501,HIRUDOID FORTE CREAM 20g, 202.00 
2506,HIRUDOID FORTE CREAM 40g น้ำเงิน, 313.00 
660,HIRUSCAR ANTI-ACNE ADVANCE SPOT GEL 10g, 235.00 
4699,HIRUSCAR ANTI-ACNE ADVANCE SPOT GEL 4g, 127.00 
665/2,HIRUSCAR KIDS GEL 10G เด็ก, 185.50 
2493,HIRUSCAR POST ACNE 10g ฟ้า-ขาว, 217.00 
2492,HIRUSCAR POST ACNE 5g ฟ้า-ขาว, 147.50 
657,HIRUSCAR SILICONE PRO 10g, 347.00 
656,HIRUSCAR SILICONE PRO 4g, 207.50 
664/1,HIRUSCAR ULTRA GEL 20g ฟ้า-เหลือง, 385.00 
665/1,HIRUSCAR ULTRA GEL 5g ฟ้า-เหลือง, 137.00 
283/1,HISTADINE 1x10s ฮีสทาดีน บ.ขาด, 12.00 
667,HISTA-OPH EYE DROPS 12x5ml, 325.00 
3279/3,HISTIGO-16 6x10s blister, 189.00 
3279/4,HISTIGO-24 2x10s, 125.00 
1304/1,HK-MYCIN 500mg 1x10s, 30.25 
2377/7,HOF BIO VITAMIN C 1000mg 3x10s HOF, 129.00 
1156/1,HOF CARE Isokean refill น้ำเกลือ 2.16gx30s ฟ้า (ก.30ซอง), 57.00 
1156/2,HOF CARE Isokean refillพร้อมขวดน้ำเกลือ 2.16gx20s ฟ้า, 137.00 
403/12,HOFVATE 15g, 29.50 
404/1,HOFVATE 5g, 12.00 
1872/3,HOF ZER 1x10s (บำรุงชาย), 428.00 
1829/1,HOM TESTOCAPS 3x10s, 259.50 
3717/3,HOREN 140mg 1x10s TNP เม็ดแดง, 116.75 
2795,HOT WATER BOTTLE BIG กระเป๋าน้ำร้อน 36.3x21.7cm, 66.00 
2795/1,HOT WATER BOTTLE SMALL กระเป๋าน้ำร้อน 26.5x16cm, 60.00 
405/1,HYATEAR 20หลอดx 0.3ml, 239.00 
405/5,HYATEAR 5หลอดx 0.45ml, 70.50 
4396,HYCARE SENS ถุงมือ ไฮแคร์เซนส์ 1x100p size M, 116.00 
1495/3,HY-C VITAMIN C 50mg 36x20s รสสตรอเบอร์รี่, 288.00 
1495/4,HY-C VITAMIN C 50mg 36x20s สับปะรด, 288.00 
639,HYDROCHLOROTHIAZIDE HCTZ 50mg 1000s (ฟ้า), 187.00 
638,HYDROCHLOROTHIAZIDE HCTZ 50mg 1000s (เม็ดส้ม), 187.00 
8002,HYDROCHLOROTHIAZIDE HCTZ GPO 25mg 50X10s, 175.00 
7938,HYDROCHLOROTHIAZIDE HCTZ GPO 50mg 50x10s, 260.00 
3008/1,HYDROGEN PEROXIDE LP 6% 450ml เสือดาว *ใหม่24.50, 20.00 
1965,HYDROGEN PEROXIDE SOLUTION 30ml ศิริบัญชา ไฮโดรเจน, 5.67 
1966,HYDROGEN PEROXIDE SOLUTION 450ml ศิริบัญชา ไฮโดรเจน, 20.25 
1967,HYDROGEN PEROXIDE SOLUTION 60ml ศิริบัญชา ไฮโดรเจน, 6.50 
1771-1/2,HYDROX-10mg 100x10s (เม็ดกลมขาว), 175.00 
2-410/3,HYDROX-25 50x10s (เม็ดรีขาว), 240.00 
2-410/4,HYDROX-25 TABLET 1000s (เม็ดรีฟ้า), 310.00 
2-410/2,HYDROX-25 TABLET 50x10s (เม็ดรีฟ้า), 238.00 
1771-1,HYDROXYZINE-FC 10mg 100x10s, 156.00 
1771,HYDROXZINE-FC 10mg 1000s, 127.50 
3062/1,HYLES 100mg 10x10s, 518.50 
2022,HYOSCINE STAR SYRUP 30ml, 17.50 
2022/2,HYOSMAN LIQUID 30ml, 14.50 
237/1,HYOZIN 50x10s, 618.00 
1815,HYPODERMIC NEEDLE 18Gx1 1/2 เข็มฉีดยา (ก.100ชิ้น)[NIPRO], 55.00 
1811,HYPODERMIC NEEDLE 18Gx1 เข็มฉีดยา (ก.100ชิ้น)[NIPRO], 55.00 
2015,HYPODERMIC NEEDLE 20Gx1 1/2 เข็มฉีดยา (ก.100ชิ้น)[NIPRO], 55.00 
2011,HYPODERMIC NEEDLE 20Gx1 เข็มฉีดยา (ก.100ชิ้น)[NIPRO], 55.00 
2115,HYPODERMIC NEEDLE 21Gx1 1/2 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
211,HYPODERMIC NEEDLE 21Gx1 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2215,HYPODERMIC NEEDLE 22Gx1 1/2 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2211,HYPODERMIC NEEDLE 22Gx1 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2315,HYPODERMIC NEEDLE 23Gx1 1/2 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 51.50 
2311,HYPODERMIC NEEDLE 23Gx1 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2415,HYPODERMIC NEEDLE 24Gx1 1/2 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2414,HYPODERMIC NEEDLE 24Gx1 1/4 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2411,HYPODERMIC NEEDLE 24Gx1 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2515,HYPODERMIC NEEDLE 25Gx1 1/2 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2511,HYPODERMIC NEEDLE 25Gx1 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2615,HYPODERMIC NEEDLE 26Gx1/2 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2611,HYPODERMIC NEEDLE 26Gx1 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2715,HYPODERMIC NEEDLE 27Gx1/2 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
2711,HYPODERMIC NEEDLE 27Gx1 [NIPRO] เข็มฉีดยา (ก.100ชิ้น), 55.00 
676,IBIAMOX 500mg 2x10s, 93.25 
674,IBIAMOX DRY [SIAM] 125mg, 59.50 
2081,IBILEX SUSPENSION 125mg/5ml 60ml, 64.50 
4298,IBROFEN 400 FC 50x10s, 382.00 
3847,IBROFEN 600 25x10s มีโปรซื้อเยอะ, 287.00 
308,IBROFEN SYRUP 60ml (เปลือย), 12.75 
3824/1,IBUCAP 400mg 1x10s, 46.00 
3536,IBUCET 500s, 504.00 
3824/2,IBUCIN 400mg 25x10s (เม็ดเจลส้ม)," 1,090.00 "
3824/3,IBUCIN-R 200mg 25x10s (เม็ดเจลฟ้า), 795.00 
232/1,IBUKIDS 60ml, 16.50 
232/4,IBUKRESS suspension 100mg 60ml, 20.75 
232/10,IBUMAN-100 60ml (รสส้ม), 16.25 
3824/7,IBUMAN-200 TABLET 100x10s (เม็ดกลมชมพู), 455.00 
3824/12,IBUMAN-400 TABLET 100x10s (เม็ดกลมชมพู), 800.00 
286/3,IBUMAN-400 TABLET 500s (เม็ดรีชมพู), 370.00 
286/4,IBUMAN 600mg 500s (เม็ดรีขาว), 578.00 
286/2,IBUMAN-PLUS 400mg 40x10s (เม็ดรีม่วง) **ขึ้น665, 635.00 
286/1,IBUMAN-PLUS 400mg 500s (เม็ดรีม่วง), 656.00 
9113400/1,IBUPAC 400 50x10s (เม็ดรีชมพู), 258.00 
4298/2,IBUPROFEN 400 50x10s, 340.00 
3536/4,IBUSTAR FORTE 400mg 500s (กลมเหลือง), 369.00 
3536/1,IBUSTAR FORTE 400mg 500s (รีขาว), 369.00 
3536/2,IBUSTAR FORTE 400mg 500s (รีส้ม), 369.00 
3536/3,IBUSTAR FORTE 400mg 500s (รีเหลือง), 369.00 
3824/9,IBUTAMOL10x10s เม็ดรีเหลือง, 152.00 
787/1,I-CETIN 500mg 25x10s, 580.00 
3919/1,I-COF 375mg 25x10s, 445.00 
726/1,I-COF KID100mg 60ml (เชอรี่), 30.50 
726/6,I-COF SYRUP 250mg/5ml 60ml (เชอรี่), 33.00 
2554,ICORIN KIDS 60ml (รสสละ), 31.00 
4107,ICOXIB 120mg 3x10s, 199.00 
4075/1,ICOXIB 90mg 3x10s, 155.50 
2417/4,ICOZOLE 100mg 25x4s มีโปรซื้อเยอะ, 433.00 
232/2,I FEN SYRUP 60ml (ขวดเปลีอยรสส้ม), 13.75 
232/3,I FEN SYRUP 60ml (มีกล่องส้ม) มีโปรซื้อเยอะ, 20.00 
4359/1,I-HERB OTC ยาอมสมุนไพร ไอ-เฮิร์บ 20x18s, 365.00 
4359/3,I-HERB SUGAR FREE HERBAL CANDY ซองซิบ ยาอม 52.8g 12x8s (ก.12ซอง), 201.00 
4359,I-HERB ยาอมสมุนไพร ไอ-เฮิร์บ OTC 12x3x6s, 255.00 
726/7,I-KIDS CALCIUM POPS อมยิ้ม รสช็อกโกแลต, 112.00 
726/8,I-KIDS CALCIUM POPS อมยิ้ม รสสตรอว์เบอร์รี, 112.00 
726/4,I-KIDS ELDERBERRY (ก.10s) อมยิ้ม, 97.00 
726/10,I-KIDS FIBER+C+B HONEY GRAPE, 112.00 
726/9,I-KIDS FIBER+C+B HONEY ORANGE, 112.00 
726/2,I-KIDS HONEY COLA (ก.10ชิ้น) อมยิ้ม, 97.00 
726/5,I-KIDS HONEY LIME อมยิ้ม (ก.10s), 97.00 
726/3,I-KIDS HONEY SALA LIME (ก.10s) อมยิ้ม, 97.00 
07857/8,I-KIDS MOUTH SPRAY 15ml สตอเบอรี่, 136.50 
07857/9,I-KIDS MOUTH SPRAY 15ml ส้ม, 135.50 
682,ILIADIN DROPS 0.025% (เด็ก), 77.25 
681,ILIADIN DROPS 0.05% (ผู้ใหญ่), 78.00 
683,ILIADIN SPRAY 0.05% (ผู้ใหญ่), 129.00 
2059,IMODIUM 2mg 20x6s, 625.00 
2553/4,INAL SYRUP 60ml (รสสละ), 67.50 
3401/99,incNV บัตรกำนัล โลตัส 100บ, 100.00 
693/3,INDOHIM 25mg 1000s (เขียวเหลือง), 415.00 
693/2,INDOHIM 25mg 100x10s (เม็ดเขียวเหลือง), 545.00 
694/6,INDOMED ROTA 1000s (กลมส้มเคลือบ), 245.00 
693,INDOMETHACIN AU 1000s (ขาว-ฟ้า), 187.00 
694,INDOMETHACIN CAPSULES HK 1000s (ขาว-ฟ้า) มีโปรซื้อเยอะ, 162.00 
2002/1,INFANTS PROTEMP SUPPOSITORIES 80mg INFANTS กล่อง12แท่ง, 82.50 
1412,INFANTS TYLENOL DROP 15ml, 40.75 
97405,Inf-Oph EYE Drops 1% 5ml บ ขาด, 41.50 
1526/14,INGESIC 50X10s, 278.00 
2-197/2,INHALEX FORTE 21sx4ml, 329.00 
2-369/4,INNISORB TIGERPLAST 10cm (ซอง1ชิ้น) แผ่นดูดซับชนิดไม่มีกาว, 199.00 
1374/2,INTERPHARMA MAGNESIUM PLUS B COMPLEX 86g 20s มะนาว, 114.25 
1374/1,INTERPHARMA MULTIVITAMIN 90g 20s ส้ม, 95.00 
1374/7,INTERPHARMA VITAMIN C 1000mg 20s ส้ม, 95.00 
4207/7,INTORICOXIB 90mg 1x7s, 106.75 
3693,INTRASITE gel 25g เจลเรียกเนื้อ, 195.00 
1783-1,I-PROFEN 400 1000s (กลมชมพู) **ขึ้น482, 463.00 
1783/3,I-PROFEN 400 50x10s (เม็ดกลมครีม) แผงfoil **ขึ้น285, 280.00 
1783/6,I-PROFEN 400 50x10s (เม็ดกลมครีม) แผงใส, 285.00 
1783/4,I-PROFEN 400mg 50x10s (กลมชมพู) [OSOT] **ขึ้น329, 302.00 
1783/5,I-PROFEN 400mg 50x10s (กลมชมพู) [OSOT] แผงใส **ขึ้น329, 285.00 
4153/3,Isosorbide Dinitrate GPO 10mg 50x10s มีโปรซื้อเยอะ, 314.00 
2417/1,ITRA 100mg 25x4s, 459.00 
2417/8,Itraconazole GPO 100mg 10x10s มีซื้อเยอะ, 759.00 
2417/2,ITRAFUNGAL 100mg 10x10s, 382.00 
2417/5,ITRAZOLE 100mg 25x4s, 440.00 
2169/1,IVER-6 tab 2x6s, 620.00 
2553,IVORIN 60ml, 42.00 
1349/1,Iyafin 25x4s [Dextro CPM GG], 156.00 
1349/2,IYAFIN JUNIOR PE 30ml (ผลไม้รวม), 18.50 
1349/3,IYAFIN JUNIOR PE 60ml (ผลไม้รวม), 27.25 
1349/4,IYAFIN JUNIOR PE 60ml (สตอเบอร์รี่), 27.25 
509,Ize Jelly Balm ไอซ์ เจลลิบาล์ม 12x7g, 189.50 
4000/2,JANUMET 50/1000 8x7s อายุยา2ปี *ขายขาด **โปรดดูวัน exp," 1,445.00 "
4000/3,JANUMET 50/500 8x7s," 1,445.00 "
4000/10,JANUMET XR 100/1000 mg 28s," 1,599.00 "
4000,JANUVIA 100mg 4x7s อายุยา2ปี *ขายขาด **โปรดดูวัน exp," 1,445.00 "
9113400/3,JAPROLOX 60mg 2x10s (เม็ดกลมขาว), 142.00 
2325/4,JARDIANCE 10mg 30s," 1,833.50 "
2325/5,JARDIANCE 25mg 30s," 2,696.50 "
2325/8,JARDIANCE DUO 5mg/1000mg 60s," 1,833.50 "
3530/10,JELLY COOL 3ซองx2s [kool fever], 66.00 
1280/13,JELLY ME CUTI APPLE CIDER SF กลิ่นมิกซ์เบอร์รี่ ลดบวม ขับโซเดียม, 172.00 
1280/12,JELLY ME CUTI COLLAGEN SF กลิ่นสตรอว์เบอร์รี, 172.00 
1280/11,JELLY ME CUTI HIGH FIBER SF กลิ่นแอปเปิ้ลเขียวและแบล็กเคอร์แรนต์, 172.00 
1280/7,JELLY ME KIDS CALCIUM L-THREONATE4800mg SF กลิ่นโยเกิร์ต, 237.00 
1280/8,JELLY ME KIDS TUNA OIL 500mg DHA58mg SF กลิ่นโคล่า, 237.00 
1280/9,JELLY ME KIDS VEGGY MIX FIBER2500mg SF กลิ่นครีมโซดา, 237.00 
15103/2,JOHNSONS BABY CREAM 100ml, 111.00 
15103/1,JOHNSONS BABY CREAM 50ml, 75.50 
15102/2,JOHNSONS BABY LOTION 100ml, 62.00 
15102/3,JOHNSONS BABY LOTION 200ml บ หมด, 109.00 
15102/1,JOHNSONS BABY LOTION 50ml, 34.00 
15101/2,JOHNSONS BABY OIL 125ml บ หมด, 82.25 
15101/1,JOHNSONS BABY OIL 50ml, 43.75 
ก.พ.-26,JOINT 20mg 1x10s, 13.50 
349/5,JOINTFLEX 1500mg 30ซอง (รสส้ม), 262.00 
970/1,KAL-CEE GRAPE 10s (องุ่น), 44.25 
970,KAL-CEE ORANGE 10s (รสส้ม), 44.25 
970/2,KAL-FORTE 20s (รสส้ม), 123.00 
4324/4,KAL-G 150g COLLAGEN TYPE II, 494.00 
954/5,KALIDIN SYRUP 5mg 60ml (องุ่น), 22.00 
769/8,K.A. LIP BALM 3.5g กลิ่น Menthol, 18.50 
769/7,K.A. LIP BALM 3.5g ลิปมัน Pure, 18.50 
769/6,K.A. LIP BALM 3.5g ลิปมัน กลิ่นผลไม้รวม, 18.50 
769/5,K.A. LIP BALM 3.5g ลิปมัน กลิ่นสตอเบอร์รี่, 18.50 
769/9,K.A. LIP BALM 3.5g ลิปมัน กลิ่นส้ม, 18.50 
2140/6,KAL-KIDS CHEW TABLET 625mg 30s, 150.00 
1280/16,KALLEO เม็ดอม รสส้ม 20mg 15ซองx50s, 149.50 
720,KAMILLOSAN M 15ml **ราคาพิเศษถึงมิย69**, 137.00 
207/1,KAMISTAD GEL N 10g มีโปรซื้อเยอะ, 84.25 
723,KANAMYCIN MEIJI 250mg 10x10s, 310.00 
922/1,KANDEX SHAMPOO 100ml, 61.00 
2116,KANOLONE 50ซองx1g, 228.50 
2118,KANOLONE INJECTIONS OR INFUSIONS 5ml, 59.20 
4124,KANOLONE LOTION 30ml, 17.25 
2-742,KANOLONE LOTION 60ml, 29.50 
2117,KANOLONE ORAL PASTE 5g, 20.25 
922/4,KARA SHAMPOO 100ml, 66.00 
97305,KARY UNI OPHTHALMIC SUSPENSION 5ml มีโปรซื้อเยอะ, 69.40 
9998/23,KatSAMe 30s: Vitamin C & E for cat, 575.00 
3993,KELA CREAM 15g, 30.75 
2310,KELA CREAM 5g, 16.75 
2812,KELA LOTION 30ml, 23.25 
2811,KELA LOTION 60ml, 35.25 
2035/2,KELEP500 6x10s (levetiracetam)," 1,069.00 "
320/5,KENKOU COLD HOT PACK เจลประคบร้อนเย็น EYE MASK COMPACT SIZE, 149.00 
320/4,KENKOU เด็กชาย COLD HOT PACK เจลประคบร้อนเย็น, 87.00 
320/2,KENKOU ไดโนเสาร์ COLD HOT PACK เจลประคบร้อนเย็น, 89.75 
320/3,KENKOU เป็ด COLD HOT PACK เจลประคบร้อนเย็น, 89.75 
320/6,KENKOU วาฬ COLD HOT PACK เจลประคบร้อนเย็น, 87.00 
5128/6,KENYA-GEL 500s, 495.00 
5128/5,KENYA-GEL 50x10s, 556.00 
4056/5,KENYA-I TABLETS 50x10s เคนยา-ไอ, 455.00 
2998/1,KERDICA 20mg 10x10s, 375.00 
96505,KETAZON CREAM 2% 5g, 40.25 
80259/1,KETAZON SHAMPOO 100ml, 95.50 
80259/2,KETAZON SHAMPOO 200ml, 183.00 
80259,KETAZON SHAMPOO 50ml, 52.00 
4941/1,KETONAZOLE 200mg 25x10s, 395.00 
4941,KETONAZOLE CREAM 2% 5g, 17.00 
4941/2,KETORAL 200mg 10x10s [ชุมชน], 194.00 
1174/21,KHAOKHO CONDITIONER เขาค้อ ทะเลภู ครีมนวดมะกรูดและใบบัวบก 160ml 89บ, 65.00 
1174/23,KHAOKHO CONDITIONER เขาค้อ ทะเลภู ครีมนวดมะพร้าวและอะโวคาโด 185ml139บ, 100.00 
1174/25,KHAOKHO CONDITIONER เขาค้อ ทะเลภู ครีมนวดอัญชันและเฮนน่า 160ml 89บ, 65.00 
1174/20,KHAOKHO SHAMPOO เขาค้อ ทะเลภู แชมพูมะกรูดและใบบัวบก 180ml 89บ, 65.00 
1174/22,KHAOKHO SHAMPOO เขาค้อ ทะเลภู แชมพูมะพร้าวและอะโวคาโด 220ml 139บ, 100.00 
1174/24,KHAOKHO SHAMPOO เขาค้อ ทะเลภู แชมพูอัญชันและเฮนน่า 180ml 89บ, 65.00 
1999,KIT-F DROPS 15ml *ใหม่ 15.50บ, 14.75 
2662/12,KIZUMI KIDS MOUTH SPRAY 15ml กระบองเพชร, 88.00 
2662/25,KIZUMI MOUTH SPRAY 15ml กระบองเพชร, 88.00 
1684-1,Klean Gauze ผ้าก๊อซ 2นิ้วx2นิ้ว, 26.00 
1685-1,Klean Gauze ผ้าก๊อซ 3นิ้วx3นิ้ว, 48.50 
2009-1,Klean Gauze ผ้าก๊อซ 4นิ้วx4นิ้ว, 64.00 
2-พ.ย.,KLEAN&KARE NORMAL KARE NSS น้ำเกลือจุกแหลม 1000ml, 44.50 
1799/200,KLEAN&KARE NORMAL KARE NSS น้ำเกลือจุกแหลม 200ml, 32.25 
1798,KLEAN&KARE NORMAL KARE NSS น้ำเกลือปากกว้าง ดัมเบล 1000ml <=50, 32.00 
1798/1,KLEAN&KARE NORMAL KARE NSS น้ำเกลือปากกว้าง ดัมเบล 500ml, 27.25 
1800,KLEAN&KARE จุกล้างจมูกคลีนแอนด์แคร์ 1x2p, 24.25 
1735/3,KLEANLOCK เทปผ้าล๊อค 1นิ้วx10หลา, 20.50 
1735/4,KLEANLOCK เทปผ้าล๊อค 2นิ้วx10หลา, 40.00 
3903/10,KLEAN MASK 4ชั้น LF99 หน้ากาก FISH MASK 1x25s (สีขาว), 41.00 
3903/11,KLEAN MASK 4ชั้น LF99 หน้ากาก FISH MASK 1x25s (สีดำ), 41.00 
3903/7,KLEAN MASK LF99 หน้ากาก 1x10ชิ้น (สีเขียว), 17.25 
3903/3,KLEAN MASK LF99 หน้ากาก 1x10ชิ้น (สีเทา), 17.25 
3903/4,KLEAN MASK LF99 หน้ากาก 1x10ชิ้น (สีพีช), 17.25 
3903/5,KLEAN MASK LF99 หน้ากาก 1x10ชิ้น (สีม่วง), 17.25 
3903/6,KLEAN MASK LF99 หน้ากาก 1x10ชิ้น (สีเหลืองอ่อน), 17.25 
3903/8,KLEAN MASK LF99 หน้ากาก เด็ก 1x10ชิ้น (สีชมพู), 17.25 
3903/9,KLEAN MASK LF99 หน้ากาก เด็ก 1x10ชิ้น (สีฟ้า), 17.25 
3905/1,KLEAN MASK หน้ากาก 1x3x20ซอง, 85.00 
131850,KLEAN MASK หน้ากาก 1x50ชิ้น (เด็ก สีขาว), 33.00 
131850/2,KLEAN MASK หน้ากาก 1x50ชิ้น (เด็ก สีดำ), 33.00 
3906,KLEAN MASK หน้ากาก 1x50ชิ้น (สีขาว), 33.00 
3905,KLEAN MASK หน้ากาก 1x50ชิ้น (สีเขียว), 33.00 
3903,KLEAN MASK หน้ากาก 1x50ชิ้น (สีชมพู), 33.00 
13950,KLEAN MASK หน้ากาก 1x50ชิ้น (สีดำ), 33.00 
3906/1,KLEAN MASK หน้ากาก 1x50ชิ้น (สีฟ้า), 33.00 
1800/2,KLEANNASAL จุกล้างจมูก 1x2px10, 18.00 
2-98/1,KLEANPORE เทปแปะผ้าก๊อซ 1/2นิ้วx10หลา, 103.00 
2-98/2,KLEANTRANS เทปแปะผ้าก๊อซ 1/2นิ้วx10หลา, 103.00 
2-98/4,KLEANTRANS เทปแปะผ้าก๊อซ 1/2นิ้วx2.5หลา, 46.00 
1731/4,KLEANTRANS เทปแปะผ้าก๊อซ 1นิ้วx10หลา, 191.00 
1731/1,KLEANTRANS เทปแปะผ้าก๊อซ 1นิ้วx5หลา, 103.00 
3858/1,KLINDAMYCIN-300 10x10s, 288.00 
403/1,KLOBECORT CREAM 15g, 36.00 
403/6,KLOBECORT MILKY LOTION 10g มีโปรซื้อเยอะ, 46.00 
403/11,KLOBECORT MILKY LOTION 30g มีโปรซื้อเยอะ, 95.00 
07857/13,KMP REFRESHING MOUTH SPRAY 12ml, 55.00 
4333/8,KOACT 1000mg 20x5s [BIOPHARM], 762.00 
4333/9,KOACT 1000mg กเล็ก 2x5s [BIOPHARM], 83.00 
3530/1,KOOL FEVER Children Refreshing Mint, 75.75 
3530,KOOL FEVER-extra-cool 50mmx130mm 3ซองx2s, 75.50 
3524,KOOL FEVER ชมพู baby 40MMx90MM 3ซองx2s คูลฟีเวอร์, 75.50 
3526,KOOL FEVER (เด็ก) 50mmx110mm 3ซองx2s คูลฟีเวอร์, 75.50 
3525,KOOL FEVER ผู้ใหญ่ 50mmx130mm 3ซองx2s คูลฟีเวอร์ (กล่อง), 75.50 
